Game_Name,Game_Author,Game_Price,Game_Genre,Game_Rating,Game_URL
Ski Tree,Craig Tinney,N/A,Action,4.75 average rating from 4 total ratings,https://ctinney94.itch.io/ski-tree
Fish Painter Deluxe!,kittenm4ster,N/A,Simulation,4.75 average rating from 4 total ratings,https://kittenm4ster.itch.io/fish-painter-deluxe
PlusWave,max levine stuff,N/A,Puzzle,4.75 average rating from 4 total ratings,https://maximilian.itch.io/pluswave
Tweet Jump,egordorichev,N/A,Action,4.75 average rating from 4 total ratings,https://egordorichev.itch.io/tweet-jump
Naturalchimie Classic Demake,knexator,N/A,Puzzle,4.75 average rating from 4 total ratings,https://knexator.itch.io/naturalchimie-classic
HIT8OX,vladcomarlau,N/A,Fighting,4.75 average rating from 4 total ratings,https://vladcomarlau.itch.io/hit8ox
Dungeon generator,egordorichev,N/A,N/A,4.75 average rating from 4 total ratings,https://egordorichev.itch.io/dungeon-generator
Pico-Tron,Exquisite Bytes,N/A,Action,4.75 average rating from 4 total ratings,https://exq-bytes.itch.io/pico-tron
Buzzsaw Cat,DPS2004,N/A,Action,4.75 average rating from 4 total ratings,https://dps2004.itch.io/buzzsaw-cat
T-Factory,SpaceTruckerGames,N/A,Puzzle,4.75 average rating from 4 total ratings,https://spacetruckergames.itch.io/t-factory
Tria Insomnia,sprvrn,N/A,Role Playing,4.75 average rating from 4 total ratings,https://sprvrn.itch.io/tria-insomnia
Captain Neat-o in Treasure Maze,David Couzelis,N/A,Action,4.75 average rating from 4 total ratings,https://drcouzelis.itch.io/captain-neat-o-in-treasure-maze
Aerial Rave,Freezydev,N/A,Action,4.75 average rating from 4 total ratings,https://freezydev.itch.io/aerial-rave
ananas 🍍,colorful_courier,N/A,N/A,4.75 average rating from 4 total ratings,https://colorful-courier.itch.io/ananas
Cardinal Ramship Pirate,st33d,N/A,Adventure,4.75 average rating from 4 total ratings,https://st33d.itch.io/cardinal-ramship-pirate
The Crystallographer,pianoman373,N/A,N/A,4.75 average rating from 4 total ratings,https://pianoman373.itch.io/the-crystallographer
Dominion Ex,Extar,$3,Shooter,4.75 average rating from 4 total ratings,https://extar.itch.io/dominion-ex
SQUIBIDI,Ahmed Khalifa (Amidos),N/A,Action,3.86 average rating from 7 total ratings,https://amidos2006.itch.io/squibidi
Apartment Project,drspaceman0,N/A,Adventure,3.86 average rating from 7 total ratings,https://drspaceman0.itch.io/apartment-project
Bullet-Looper,Gembit,N/A,Puzzle,4.00 average rating from 6 total ratings,https://gembit.itch.io/bullet-looper
Hungry Harry's Climb,Paloblancogames,N/A,Platformer,4.00 average rating from 6 total ratings,https://paloblancogames.itch.io/hungry-harrys-climb
Jonathan's Castle,Neil Makes Games,N/A,N/A,4.00 average rating from 6 total ratings,https://neilmakesgames.itch.io/jonathans-castle
Mausoleum Quest,sprvrn,N/A,Adventure,4.00 average rating from 6 total ratings,https://sprvrn.itch.io/mausoleum-quest
Maze Dog,eggnog,N/A,Puzzle,4.00 average rating from 6 total ratings,https://eggnog.itch.io/maze-dog
Frog,Brendan Keogh,N/A,Action,4.20 average rating from 5 total ratings,https://brkeogh.itch.io/frog
Goblin's Gold,PlayMedusa,N/A,Strategy,4.20 average rating from 5 total ratings,https://playmedusa.itch.io/goblins-gold
CRABITALISM: pinching pennies,meltknuckles,N/A,Platformer,4.20 average rating from 5 total ratings,https://meltknuckles.itch.io/crabitalism
Pico-Bot,Exquisite Bytes,N/A,Action,4.20 average rating from 5 total ratings,https://exq-bytes.itch.io/pico-bot
Ruins in bloom,GunTurtle,N/A,Platformer,4.20 average rating from 5 total ratings,https://gunturtle.itch.io/ruins-in-bloom
Escalator World,pancelor,N/A,Action,4.20 average rating from 5 total ratings,https://pancelor.itch.io/escalator-world
DISPATCH,ΛERIF°RM,N/A,Survival,4.20 average rating from 5 total ratings,https://aeriform.itch.io/dispatch
Humphrey's Chomp'n Stomp,dinoware,N/A,Platformer,4.20 average rating from 5 total ratings,https://dinoware-games.itch.io/humphrey
Microvania,Isaac Games,N/A,Puzzle,4.20 average rating from 5 total ratings,https://isaacgames.itch.io/microvania
The Burning Rose,grandtraindelta,N/A,Shooter,4.20 average rating from 5 total ratings,https://grandtraindelta.itch.io/the-burning-rose
Tents and Trees 8-bit,frozax,N/A,Puzzle,4.20 average rating from 5 total ratings,https://frozax.itch.io/tents-and-trees-8-bit
Microvania,Isaac Games,N/A,Puzzle,4.20 average rating from 5 total ratings,https://isaacgames.itch.io/microvania
procban,egordorichev,N/A,Puzzle,3.63 average rating from 8 total ratings,https://egordorichev.itch.io/procban
Spring Chicken,Skullbutton Interactive,N/A,N/A,3.63 average rating from 8 total ratings,https://skullbutton.itch.io/spring-chicken
Assigned Fighter At Birth,ohcurtains,N/A,Strategy,3.63 average rating from 8 total ratings,https://ohcurtains.itch.io/assigned-fighter-at-birth
Gravito,theanglemann,N/A,Platformer,4.50 average rating from 4 total ratings,https://theanglemann.itch.io/gravito
WENDELKRIEG,9joao6,N/A,Action,4.50 average rating from 4 total ratings,https://9joao6.itch.io/wendelkrieg
Waterside,Klehrik,N/A,Action,4.50 average rating from 4 total ratings,https://klehrik.itch.io/waterside
Rabbit Raiser in the Rabbictuary,Lost In Code,N/A,Platformer,4.50 average rating from 4 total ratings,https://lost-in-code.itch.io/rabbictuary
Spire Gamble,Lunahere,N/A,Card Game,4.50 average rating from 4 total ratings,https://lunahere.itch.io/spire-gamble
"Jump, Push, Match",ElGregos,N/A,Puzzle,4.50 average rating from 4 total ratings,https://elgregos.itch.io/jump-push-match
Frostpunk Pico,willduiker,N/A,Simulation,4.50 average rating from 4 total ratings,https://willduiker.itch.io/frostpunk-pico
Gliding,Noh,N/A,Simulation,4.50 average rating from 4 total ratings,https://noh-kinda.itch.io/gliding
listen to my game idea,Sean,N/A,Simulation,4.50 average rating from 4 total ratings,https://seansleblanc.itch.io/listen-to-my-game-idea
Crash!!,Rémy 🍬 Devaux,N/A,Puzzle,4.50 average rating from 4 total ratings,https://trasevol-dog.itch.io/crash
Tantō Tactics,Munro,N/A,Strategy,4.50 average rating from 4 total ratings,https://munro.itch.io/tanto-tatics
Stix,pahammond,N/A,N/A,4.50 average rating from 4 total ratings,https://pahammond.itch.io/stix
Peka in Space,wotesi,N/A,Shooter,4.50 average rating from 4 total ratings,https://wotesi.itch.io/peka-in-space
QUEST,kittenm4ster,N/A,Adventure,4.50 average rating from 4 total ratings,https://kittenm4ster.itch.io/quest
Shoot Stuff!,Gabriel Cornish,N/A,Platformer,4.50 average rating from 4 total ratings,https://gabrielcornish.itch.io/shoot-stuff
Turret Defense,Tomyatemo,N/A,Action,4.50 average rating from 4 total ratings,https://tomyatemo.itch.io/turret-shoot
Mel's Apothecary (WIP),nomes,N/A,Simulation,4.50 average rating from 4 total ratings,https://garden-naom.itch.io/mels-apothecary
Cruiser Kid,Schera Wyss,N/A,Shooter,4.50 average rating from 4 total ratings,https://agtaecker-wyss.itch.io/cruiser-kid
NULL,Jusiv,N/A,Adventure,4.50 average rating from 4 total ratings,https://jusiv.itch.io/null
Sing Song Orbit,kerneliron,N/A,Platformer,4.50 average rating from 4 total ratings,https://kerneliron.itch.io/sing-song-orbit
Win/Win,Carson K.,N/A,Action,4.50 average rating from 4 total ratings,https://carsonk.itch.io/win-win
Forever Hungry,ElGregos,N/A,Survival,4.50 average rating from 4 total ratings,https://elgregos.itch.io/forever-hungry
Pico8 Space Invaders,MinionSoft,N/A,Shooter,4.50 average rating from 4 total ratings,https://minionsoft.itch.io/space-invaders
Minesweeper,Jonathan Hunter,N/A,Puzzle,4.50 average rating from 4 total ratings,https://jonathanhunter.itch.io/picomine
Escape from Höll,donswelt,N/A,Action,4.50 average rating from 4 total ratings,https://donswelt.itch.io/escape-from-holl
Onu,Munro,N/A,Card Game,4.50 average rating from 4 total ratings,https://munro.itch.io/onu
DEADLINE,djseebs,N/A,Survival,4.50 average rating from 4 total ratings,https://djseebs.itch.io/deadline
Road Storm,arashi256,N/A,Action,4.50 average rating from 4 total ratings,https://arashi256.itch.io/road-storm
!TweetTweetCart: Bloody Hell,GuerraGames,N/A,Action,4.50 average rating from 4 total ratings,https://guerragames.itch.io/bloody-hell
Shoot Rock (#Pico1k),Jakub Wasilewski,N/A,Shooter,4.50 average rating from 4 total ratings,https://krajzeg.itch.io/shoot-rock
PPONG,egordorichev,N/A,Action,4.50 average rating from 4 total ratings,https://egordorichev.itch.io/ppong
Lob! Lob! Lob!,Bright Moth Games,N/A,Strategy,4.50 average rating from 4 total ratings,https://brightmothgames.itch.io/lob-lob-lob
Frostpunk Pico,willduiker,N/A,Simulation,4.50 average rating from 4 total ratings,https://willduiker.itch.io/frostpunk-pico
Soulike,EsistPaul,N/A,Strategy,5.00 average rating from 3 total ratings,https://esistpaul.itch.io/soulike
Cute Sunshine Strikes Again,LarsGamePublishing,N/A,Survival,5.00 average rating from 3 total ratings,https://larsgamepublishing.itch.io/cute-sunshine-strikes-again
Sisyphus' Boulder,deimos,N/A,N/A,5.00 average rating from 3 total ratings,https://deimosly.itch.io/sisyphus
Souls Fayber,Artixelp Games,N/A,Platformer,5.00 average rating from 3 total ratings,https://artixelpgames.itch.io/souls-fayber
Just Another Space Shooter by Canana,Canana,N/A,Shooter,5.00 average rating from 3 total ratings,https://canana.itch.io/just-another-space-shooter
Dusk Bunny,Milchreis,N/A,Action,5.00 average rating from 3 total ratings,https://milchreiz.itch.io/dusk-bunny
A Very Warm Fire,Jusiv,N/A,Survival,5.00 average rating from 3 total ratings,https://jusiv.itch.io/a-very-warm-fire
Coffee Bug,eggnog,N/A,Action,5.00 average rating from 3 total ratings,https://eggnog.itch.io/coffee-bug
It's a ZOO.,avalkyrie,N/A,Puzzle,5.00 average rating from 3 total ratings,https://avalkyrie.itch.io/zoo-game
Tiny Rogue,Kieron Scott,$2.99,Role Playing,5.00 average rating from 3 total ratings,https://ryancavendell.itch.io/tiny-rogue
Coin Thief Adventure!,MBoffin,N/A,Adventure,5.00 average rating from 3 total ratings,https://mboffin.itch.io/coin-thief
blue as the sky,Sean,N/A,Interactive Fiction,5.00 average rating from 3 total ratings,https://seansleblanc.itch.io/blue-as-the-sky
Lost in Dream,HikoKyoujurou,N/A,Puzzle,5.00 average rating from 3 total ratings,https://hikokyoujurou.itch.io/ggj-pico8-asobu
Space Thread,Elastiskalinjen,2€,Adventure,5.00 average rating from 3 total ratings,https://elastiskalinjen.itch.io/space-thread
Druid Dash: Magic Mushroom Mania,Achie,$1,Puzzle,5.00 average rating from 3 total ratings,https://achie.itch.io/druid-dash
Chick'n'Doggo (GMTK Game Jam Version),VFuzzius,N/A,Platformer,5.00 average rating from 3 total ratings,https://vfuzzius.itch.io/chickndoggo
typefight (1/10),pancelor,N/A,Action,5.00 average rating from 3 total ratings,https://pancelor.itch.io/typefight
[Fragment] BIT.bash,Fred Bednarski,N/A,Action,5.00 average rating from 3 total ratings,https://vonbednar.itch.io/bitbash
Hexxerae,hatnix,N/A,Puzzle,5.00 average rating from 3 total ratings,https://hatnix.itch.io/hexxerae
Advanced Lawnmower Simul8or,deKay,N/A,Simulation,5.00 average rating from 3 total ratings,https://dekay01.itch.io/advanced-lawnmower-simul8or
The Flightless,StarlessElaine,N/A,Platformer,5.00 average rating from 3 total ratings,https://starlesselaine.itch.io/the-flightless
Slammer Slime,picoter8,N/A,Action,5.00 average rating from 3 total ratings,https://picoter8.itch.io/slammerslime
Lightgoose,Wistpotion,N/A,Action,5.00 average rating from 3 total ratings,https://wistpotion.itch.io/lightgoose
Burger Massacre,Shnilsen,N/A,N/A,5.00 average rating from 3 total ratings,https://shnilsen.itch.io/burgermassacre
Destructopillar,Brian Vaughn / MorningToast,N/A,Action,5.00 average rating from 3 total ratings,https://morningtoast.itch.io/destructopillar
Legend,Draconis,N/A,Strategy,5.00 average rating from 3 total ratings,https://draconis.itch.io/legend
Rogue Renegade,Extar,$3,Shooter,5.00 average rating from 3 total ratings,https://extar.itch.io/rogue-renegade
Disco Drum (TTJ4),zep,N/A,N/A,5.00 average rating from 3 total ratings,https://zep.itch.io/disco-drum
Save Dat Bomb! D:<,Nighten,N/A,Action,5.00 average rating from 3 total ratings,https://nighten.itch.io/save-dat-bomb
Caped Feline Arena,Powersaurus,N/A,Action,5.00 average rating from 3 total ratings,https://powersaurus.itch.io/caped-feline-arena
Red//Black,pocketfruit,N/A,Adventure,5.00 average rating from 3 total ratings,https://pocketfruit.itch.io/red-black-two-horror-short-stories
Presence,Marshy,N/A,Adventure,5.00 average rating from 3 total ratings,https://acmarshy.itch.io/presence
Status Line,Christopher Drum,N/A,Interactive Fiction,5.00 average rating from 3 total ratings,https://christopherdrum.itch.io/statusline
super rush boyy,frescogusto,N/A,Action,5.00 average rating from 3 total ratings,https://frescogusto.itch.io/superrushboyy
Paint 'em,Omael,N/A,Action,5.00 average rating from 3 total ratings,https://omael.itch.io/paintem
Bundle Dumper: Florida Edition,Cheesepencil,N/A,Action,5.00 average rating from 3 total ratings,https://cheesepencil.itch.io/bundle-dumper-florida-edition
Spaaace!,cpiod,N/A,Simulation,5.00 average rating from 3 total ratings,https://cpiod.itch.io/spaaace
Rogue Renegade,Extar,$3,Shooter,5.00 average rating from 3 total ratings,https://extar.itch.io/rogue-renegade
Soulike,EsistPaul,N/A,Strategy,5.00 average rating from 3 total ratings,https://esistpaul.itch.io/soulike
Disc Relay,Matt Hughson (NES Dev),N/A,Sports,5.00 average rating from 3 total ratings,https://mhughson.itch.io/disc-relay
Presence,Marshy,N/A,Adventure,5.00 average rating from 3 total ratings,https://acmarshy.itch.io/presence
Orbiter Suite,kittenm4ster,N/A,N/A,5.00 average rating from 3 total ratings,https://kittenm4ster.itch.io/orbiter-suite
16 Greens,ruairi,N/A,Sports,5.00 average rating from 3 total ratings,https://ruairidx.itch.io/16-greens
Caped Feline Arena,Powersaurus,N/A,Action,5.00 average rating from 3 total ratings,https://powersaurus.itch.io/caped-feline-arena
Space Thread,Elastiskalinjen,2€,Adventure,5.00 average rating from 3 total ratings,https://elastiskalinjen.itch.io/space-thread
Red//Black,pocketfruit,N/A,Adventure,5.00 average rating from 3 total ratings,https://pocketfruit.itch.io/red-black-two-horror-short-stories
Anteform,Feneric,N/A,Role Playing,5.00 average rating from 3 total ratings,https://feneric.itch.io/anteform
Swarmed,Jammigans,N/A,Shooter,5.00 average rating from 3 total ratings,https://jammigans.itch.io/swarmed
Fallen Star,ppowersteef,N/A,Platformer,5.00 average rating from 3 total ratings,https://ppowersteef.itch.io/fallen-star
Slammer Slime,picoter8,N/A,Action,5.00 average rating from 3 total ratings,https://picoter8.itch.io/slammerslime
Pico Of The Beast,Harder You Fools,N/A,N/A,5.00 average rating from 3 total ratings,https://harderyoufools.itch.io/pico-of-the-beast
Jet Pack Man,lyoy,N/A,Platformer,5.00 average rating from 3 total ratings,https://lyoy.itch.io/plateformer-gamejamgc-3
Road Thirst,ElGregos,N/A,Survival,5.00 average rating from 3 total ratings,https://elgregos.itch.io/road-thirst
Escape from the Squirrel Park,Mercurius,N/A,Action,5.00 average rating from 3 total ratings,https://mercurius.itch.io/escape-from-the-squirrel-park
Cute Sunshine Strikes Again,LarsGamePublishing,N/A,Survival,5.00 average rating from 3 total ratings,https://larsgamepublishing.itch.io/cute-sunshine-strikes-again
Snipe,JaydedCompanion,N/A,Strategy,5.00 average rating from 3 total ratings,https://jaydedcompanion.itch.io/snipe
Dykie Street,diyke,N/A,Adventure,5.00 average rating from 3 total ratings,https://diyke.itch.io/dykie-street
Advanced Lawnmower Simul8or,deKay,N/A,Simulation,5.00 average rating from 3 total ratings,https://dekay01.itch.io/advanced-lawnmower-simul8or
typefight (1/10),pancelor,N/A,Action,5.00 average rating from 3 total ratings,https://pancelor.itch.io/typefight
Lightgoose,Wistpotion,N/A,Action,5.00 average rating from 3 total ratings,https://wistpotion.itch.io/lightgoose
Pico Fury,hijong park,N/A,Shooter,5.00 average rating from 3 total ratings,https://hijong-park.itch.io/pico-fury
Stargate for pico8,hijong park,N/A,Action,5.00 average rating from 3 total ratings,https://hijong-park.itch.io/stargate-for-pico8
Save Dat Bomb! D:<,Nighten,N/A,Action,5.00 average rating from 3 total ratings,https://nighten.itch.io/save-dat-bomb
Super Shmup,shyfu,N/A,Shooter,5.00 average rating from 3 total ratings,https://shyfu.itch.io/supershmup
Tetromino Colormix,SpaceTruckerGames,N/A,Puzzle,5.00 average rating from 3 total ratings,https://spacetruckergames.itch.io/tetromino-colormix
Martial Cards,Fabian Fischer,N/A,Card Game,5.00 average rating from 3 total ratings,https://ludokultur.itch.io/martial-cards
Vector Demo,protonperson,N/A,N/A,5.00 average rating from 3 total ratings,https://protonperson.itch.io/vector-demo
Dice Emblem,CalixJumio,N/A,Strategy,5.00 average rating from 3 total ratings,https://calixjumio.itch.io/dice-emblem
It's High Noon,donswelt,N/A,Action,5.00 average rating from 3 total ratings,https://donswelt.itch.io/its-high-noon
Destructopillar,Brian Vaughn / MorningToast,N/A,Action,5.00 average rating from 3 total ratings,https://morningtoast.itch.io/destructopillar
catPet,DcaveDerps,N/A,Simulation,5.00 average rating from 3 total ratings,https://dcavederps.itch.io/catpet
A Very Warm Fire,Jusiv,N/A,Survival,5.00 average rating from 3 total ratings,https://jusiv.itch.io/a-very-warm-fire
[Fragment] BIT.bash,Fred Bednarski,N/A,Action,5.00 average rating from 3 total ratings,https://vonbednar.itch.io/bitbash
